TranslatedReaction	VMHreaction
rxn05374	EAR10M12
rxn05436	EAR10M12x
rxn05399	EAR11M12
rxn05442	EAR11M12x
rxn05324	EAR120x
rxn05355	EAR120y
rxn05428	EAR12M13
rxn05449	EAR12M13x
rxn05378	EAR12M14
rxn05437	EAR12M14x
rxn05403	EAR13M14
rxn05443	EAR13M14x
rxn05323	EAR140x
rxn05351	EAR140y
rxn08390	EAR141x
rxn08391	EAR141y
rxn05432	EAR14M15
rxn05450	EAR14M15x
rxn05382	EAR14M16
rxn05438	EAR14M16x
rxn05407	EAR15M16
rxn05444	EAR15M16x
rxn05328	EAR160x
rxn08392	EAR160xr
rxn05354	EAR160y
rxn08393	EAR160y
rxn08394	EAR161x
rxn08395	EAR161y
rxn05464	EAR180x
rxn07579	EAR180x
rxn08396	EAR180x
rxn05463	EAR180y
rxn08397	EAR180y
rxn08398	EAR181x
rxn08399	EAR181y
rxn05322	EAR40x
rxn05353	EAR40y
rxn05412	EAR4M5
rxn05445	EAR4M5x
rxn05362	EAR4M6
rxn05433	EAR4M6x
rxn05387	EAR5M6
rxn05439	EAR5M6x
rxn05326	EAR60x
rxn05357	EAR60y
rxn05416	EAR6M7
rxn05446	EAR6M7x
rxn05366	EAR6M8
rxn05434	EAR6M8x
rxn05391	EAR7M8
rxn05440	EAR7M8x
rxn05325	EAR80x
rxn05352	EAR80y
rxn05370	EAR8M10
rxn05435	EAR8M10x
rxn05420	EAR8M9
rxn05447	EAR8M9x
rxn05395	EAR9M10
rxn05441	EAR9M10x
rxn00977	EBSGH
rxn03740	EBZNR
rxn04561	ECGISOc
rxn02167	ECOAH1
rxn02949	ECOAH12
rxn02168	ECOAH1R
rxn03250	ECOAH2
rxn19666	ECOAH2
rxn34728	ECOAH2
rxn03247	ECOAH3
rxn19663	ECOAH3
rxn34729	ECOAH3
rxn03245	ECOAH4
rxn02911	ECOAH5
rxn03241	ECOAH6
rxn30370	ECOAH6
rxn34732	ECOAH6
rxn43212	ECOAH6
rxn03240	ECOAH7
rxn19664	ECOAH7
rxn34733	ECOAH7
rxn08413	ECOAH8
rxn19661	ECOAH8
rxn02934	ECOAH9
rxn27332	ECOAH9
rxn31755	ECOAH9
rxn37861	ECOAH9
rxn04106	ECSMNAT
rxn03884	EDA_R
rxn01477	EDD
rxn06865	EDTXS1
rxn06848	EDTXS2
rxn02339	EHGLAT
rxn03821	EMCNDMT
rxn03809	EMCNMT
rxn00876	EMGL
rxn00682	EMMCOAGL
rxn00459	ENO
rxn17748	ENO
rxn33498	ENO
rxn35218	ENO
rxn13827	ENTCS
rxn07655	EODTNTH
rxn02580	EOR
rxn02961	EPCTX
rxn04363	EPDDI
rxn02663	EPSLNCLLH
rxn03913	ERGTLOR
rxn01690	ESTSULT
rxn00539	ETHAAL
rxn07177	ETHAHISATEAH
rxn01071	ETHAK
rxn05716	ETHAMPt2
rxn33689	ETHAMPtr
rxn02962	ETHAP
rxn01072	ETHAS
rxn08424	ETHAt
rxn29216	ETHAt
rxn05551	ETHAt2
rxn08423	ETHAt2
rxn12419	ETHAt2
rxn10841	ETHAtr
rxn04683	ETHP
rxn05552	ETHSO3abc
rxn08425	ETHSO3abc
rxn08426	ETHSO3tex
rxn01754	ETLPT
rxn08428	ETOHt
rxn09683	ETOHt
rxn09764	ETOHt
rxn33481	ETOHt
rxn34210	ETOHt
rxn08427	ETOHt2r
rxn10146	ETOHt2r
rxn05553	ETOHt3
EX_cpd15311	EX_12dgr180(e)
EX_cpd01861	EX_12ppd_R(e)
EX_cpd00453	EX_12ppd_S(e)
EX_cpd01618	EX_13ppd(e)
EX_cpd01155	EX_15dap(e)
EX_cpd03828	EX_23dappa(e)
EX_cpd00516	EX_26dap_M(e)
EX_cpd02233	EX_2aeppn(e)
EX_cpd00176	EX_2ddglcn(e)
EX_cpd15352	EX_2dmmq8(e)
EX_cpd15353	EX_2dmmql8(e)
EX_cpd00094	EX_2obut(e)
EX_cpd00696	EX_35ccmp(e)
EX_cpd00697	EX_35cgmp(e)
EX_cpd01646	EX_3c3hmp(e)
EX_cpd23431	EX_3dhchol(e)
EX_cpd00876	EX_3hmp(e)
EX_cpd00169	EX_3pg[e]
EX_cpd00281	EX_4abut(e)
EX_cpd00443	EX_4abz(e)
EX_cpd15378	EX_4hba(e)
EX_cpd00136	EX_4hbz(e)
EX_cpd00338	EX_5aop(e)
EX_cpd00147	EX_5mta(e)
EX_cpd01981	EX_5mtr(e)
EX_cpd00284	EX_6pgc(e)
EX_cpd35610	EX_7klitchol(e)
EX_cpd02829	EX_7ocholate(e)
EX_cpd01307	EX_abt_D(e)
EX_cpd00029	EX_ac(e)
EX_cpd00142	EX_acac(e)
EX_cpd00071	EX_acald(e)
EX_cpd00178	EX_acetone(e)
EX_cpd00832	EX_acgal(e)
EX_cpd00122	EX_acgam(e)
EX_cpd00477	EX_acglu(e)
EX_cpd00492	EX_acmana(e)
EX_cpd01757	EX_acmum(e)
EX_cpd00232	EX_acnam(e)
EX_cpd15392	EX_acolipa(e)
EX_cpd00361	EX_actn_S(e)
EX_cpd00128	EX_ade(e)
EX_cpd00182	EX_adn(e)
EX_cpd00166	EX_adocbl(e)
EX_cpd03424	EX_adocbl(e)
EX_cpd00152	EX_agm(e)
EX_cpd00019	EX_ahcys(e)
EX_cpd02227	EX_ahcys(e)
EX_cpd00024	EX_akg(e)
EX_cpd00085	EX_ala_B(e)
EX_cpd00117	EX_ala_D(e)
EX_cpd00035	EX_ala_L(e)
EX_cpd00731	EX_alaala(e)
EX_cpd11593	EX_alaasp(e)
EX_cpd00668	EX_alac_S(e)
EX_cpd11587	EX_alagln(e)
EX_cpd11586	EX_alaglu(e)
EX_cpd11585	EX_alagly(e)
EX_cpd11584	EX_alahis(e)
EX_cpd11583	EX_alaleu(e)
EX_cpd11582	EX_alathr(e)
EX_cpd01055	EX_all_D(e)
EX_cpd01092	EX_alltn(e)
EX_cpd00388	EX_alltt(e)
EX_cpd00017	EX_amet(e)
EX_cpd02701	EX_amob(e)
EX_cpd00018	EX_amp(e)
EX_cpd00093	EX_anth(e)
EX_cpd00185	EX_arab_D(e)
EX_cpd00224	EX_arab_L(e)
EX_cpd03696	EX_arbt(e)
EX_cpd00051	EX_arg_L(e)
EX_cpd03535	EX_argp(e)
EX_cpd11597	EX_arsenb(e)
EX_cpd00059	EX_ascb_L(e)
EX_cpd00132	EX_asn_L(e)
EX_cpd04098	EX_aso3(e)
EX_cpd01048	EX_aso4(e)
EX_cpd00041	EX_asp_L(e)
EX_cpd00002	EX_atp(e)
EX_cpd00797	EX_bhb(e)
EX_cpd11416	EX_biomass(e)
EX_cpd03963	EX_brt(e)
EX_cpd01947	EX_btd_RR(e)
EX_cpd00104	EX_btn(e)
EX_cpd03662	EX_btoh(e)
EX_cpd00211	EX_but(e)
EX_cpd11596	EX_butso3(e)
EX_cpd00153	EX_bz(e)
EX_cpd01663	EX_C02528(e)
EX_cpd00063	EX_ca2(e)
EX_cpd03422	EX_cbi(e)
EX_cpd00635	EX_cbl1(e)
EX_cpd00423	EX_cbl2(e)
EX_cpd00146	EX_cbp(e)
EX_cpd01012	EX_cd2(e)
EX_cpd00158	EX_cellb(e)
EX_cpd11746	EX_cellul(e)
EX_cpd01017	EX_cgly(e)
EX_cpd01024	EX_ch4(e)
EX_cpd00324	EX_ch4s(e)
EX_cpd00098	EX_chol(e)
EX_cpd00526	EX_cholate(e)
EX_cpd00457	EX_cholp[e]
EX_cpd00681	EX_chols(e)
EX_cpd00216	EX_chor(e)
EX_cpd01157	EX_chtbs(e)
EX_cpd16062	EX_Cit_Mg(e)
EX_cpd00137	EX_cit(e)
EX_cpd00274	EX_citr_L(e)
EX_cpd00099	EX_cl(e)
EX_cpd00046	EX_cmp(e)
EX_cpd00204	EX_co(e)
EX_cpd00011	EX_co2(e)
EX_cpd00010	EX_coa(e)
EX_cpd00149	EX_cobalt2(e)
EX_cpd15432	EX_colipa(e)
EX_cpd11842	EX_core3(e)
EX_cpd02992	EX_core4(e)
EX_cpd00266	EX_crn(e)
EX_cpd11595	EX_cro4(e)
EX_cpd00307	EX_csn(e)
EX_cpd08305	EX_ctbt(e)
EX_cpd00058	EX_cu2(e)
EX_cpd00150	EX_cyan(e)
EX_cpd01015	EX_cynt(e)
EX_cpd00084	EX_cys_L(e)
EX_cpd00547	EX_cys_L(e)
EX_cpd00381	EX_cysi_L(e)
EX_cpd18072	EX_cytcox(e)
EX_cpd18074	EX_cytcr(e)
EX_cpd00367	EX_cytd(e)
EX_cpd00438	EX_dad_2(e)
EX_cpd03091	EX_dad-5(e)
EX_cpd00115	EX_datp(e)
EX_cpd11225	EX_db4p(e)
EX_cpd00654	EX_dcyt(e)
EX_cpd01741	EX_ddca(e)
EX_cpd11594	EX_dextrin(e)
EX_cpd03247	EX_dgchol(e)
EX_cpd00277	EX_dgsn(e)
EX_cpd00241	EX_dgtp(e)
EX_cpd03279	EX_din(e)
EX_cpd00450	EX_dms(e)
EX_cpd08021	EX_dmso(e)
EX_cpd00655	EX_dpcoa(e)
EX_cpd01242	EX_drib(e)
EX_cpd00298	EX_dtmp(e)
EX_cpd00357	EX_dttp(e)
EX_cpd00412	EX_duri(e)
EX_cpd15457	EX_eca4colipa(e)
EX_cpd03453	EX_enter(e)
EX_cpd00162	EX_etha(e)
EX_cpd00285	EX_ethamp[e]
EX_cpd11579	EX_ethso3(e)
EX_cpd00363	EX_etoh(e)
EX_cpd00072	EX_f6p(e)
EX_cpd00055	EX_fald(e)
EX_cpd10515	EX_fe2(e)
EX_cpd10516	EX_fe3(e)
EX_cpd03725	EX_fe3dcit(e)
EX_cpd03724	EX_fecrm(e)
EX_cpd03726	EX_feenter(e)
EX_cpd00393	EX_fol(e)
EX_cpd00047	EX_for(e)
EX_cpd00082	EX_fru(e)
EX_cpd15466	EX_frulys(e)
EX_cpd00751	EX_fuc_L(e)
EX_cpd01912	EX_fuc1p_L(e)
EX_cpd00106	EX_fum(e)
EX_cpd00089	EX_g1p(e)
EX_cpd00507	EX_g3pc[e]
EX_cpd02090	EX_g3pg(e)
EX_cpd00079	EX_g6p(e)
EX_cpd00108	EX_gal(e)
EX_cpd12777	EX_galactan(e)
EX_cpd00652	EX_galct_D(e)
EX_cpd00653	EX_galctn_D(e)
EX_cpd01171	EX_galt(e)
EX_cpd00280	EX_galur(e)
EX_cpd00276	EX_gam(e)
EX_cpd00288	EX_gam6p(e)
EX_cpd00870	EX_gbbtn(e)
EX_cpd08306	EX_gbbtn(e)
EX_cpd00229	EX_gcald(e)
EX_cpd01318	EX_gchola(e)
EX_cpd00031	EX_gdp(e)
EX_cpd00027	EX_glc_D(e)
EX_cpd00222	EX_glcn(e)
EX_cpd00609	EX_glcr(e)
EX_cpd00164	EX_glcur(e)
EX_cpd00053	EX_gln_L(e)
EX_cpd00186	EX_glu_D(e)
EX_cpd00023	EX_glu_L(e)
EX_cpd00033	EX_gly(e)
EX_cpd00448	EX_glyald[e]
EX_cpd11581	EX_glyasn(e)
EX_cpd11589	EX_glyasp(e)
EX_cpd00540	EX_glyb(e)
EX_cpd00100	EX_glyc(e)
EX_cpd00080	EX_glyc3p(e)
EX_cpd00139	EX_glyclt(e)
EX_cpd15302	EX_glycogenb(e)
EX_cpd15603	EX_glycys(e)
EX_cpd11580	EX_glygln(e)
EX_cpd11592	EX_glyglu(e)
EX_cpd00155	EX_glygn2(e)
EX_cpd15604	EX_glyleu(e)
EX_cpd11591	EX_glymet(e)
EX_cpd15605	EX_glyphe(e)
EX_cpd11588	EX_glypro(e)
EX_cpd15606	EX_glytyr(e)
EX_cpd00126	EX_gmp(e)
EX_cpd00311	EX_gsn(e)
EX_cpd00111	EX_gthox(e)
EX_cpd00042	EX_gthrd(e)
EX_cpd00038	EX_gtp(e)
EX_cpd00207	EX_gua(e)
EX_cpd00067	EX_h(e)
EX_cpd11640	EX_h2(e)
EX_cpd00001	EX_h2o(e)
EX_cpd00025	EX_h2o2(e)
EX_cpd00239	EX_h2s(e)
EX_cpd00308	EX_HC00319(e)
EX_cpd01107	EX_HC02175(e)
EX_cpd04945	EX_HC02194(e)
EX_cpd00242	EX_hco3(e)
EX_cpd00214	EX_hdca(e)
EX_cpd15237	EX_hdcea(e)
EX_cpd15240	EX_hexc(e)
EX_cpd11578	EX_hexs(e)
EX_cpd00531	EX_hg2(e)
EX_cpd00119	EX_his_L(e)
rxn30285	EX_hmfurn
EX_cpd00227	EX_hom_L(e)
EX_cpd01113	EX_hxa(e)
EX_cpd00226	EX_hxan(e)
EX_cpd00260	EX_icit[e]
EX_cpd00573	EX_idon_L(e)
EX_cpd00322	EX_ile_L(e)
EX_cpd00703	EX_ind3ac(e)
EX_cpd00359	EX_indole(e)
EX_cpd00121	EX_inost(e)
EX_cpd00246	EX_ins(e)
EX_cpd03048	EX_isetac(e)
EX_cpd23430	EX_isochol(e)
EX_cpd16336	EX_isoprene(e)
EX_cpd00205	EX_k(e)
EX_cpd03586	EX_kdo2lipid4(e)
EX_cpd00221	EX_lac_D(e)
EX_cpd00159	EX_lac_L(e)
EX_cpd01188	EX_lanost(e)
EX_cpd00208	EX_lcts(e)
EX_cpd01354	EX_lcts(e)
EX_cpd00395	EX_Lcyst(e)
EX_cpd00107	EX_leu_L(e)
EX_cpd00039	EX_lys_L(e)
EX_cpd00386	EX_mal_D(e)
EX_cpd00130	EX_mal_L(e)
EX_cpd00179	EX_malt(e)
EX_cpd15494	EX_malthp(e)
EX_cpd01329	EX_malthx(e)
EX_cpd90007	EX_malthx(e)
EX_cpd01262	EX_malttr(e)
EX_cpd01399	EX_maltttr(e)
EX_cpd00138	EX_man(e)
EX_cpd00485	EX_man1p(e)
EX_cpd00235	EX_man6p(e)
EX_cpd08374	EX_manglyc(e)
EX_cpd03198	EX_melib(e)
EX_cpd00116	EX_meoh(e)
EX_cpd00637	EX_met_D(e)
EX_cpd00060	EX_met_L(e)
EX_cpd11590	EX_metala(e)
EX_cpd11576	EX_metsox_R_L(e)
EX_cpd01914	EX_metsox_S_L(e)
EX_cpd00254	EX_mg2(e)
EX_cpd02027	EX_mmet(e)
EX_cpd17026	EX_mmql7(e)
EX_cpd17027	EX_mmqn7(e)
EX_cpd00030	EX_mn2(e)
EX_cpd00314	EX_mnl(e)
EX_cpd11574	EX_mobd(e)
EX_cpd11575	EX_mops(e)
EX_cpd11451	EX_mql7(e)
EX_cpd15499	EX_mql8(e)
EX_cpd11606	EX_mqn7(e)
EX_cpd15500	EX_mqn8(e)
EX_cpd08023	EX_mso3(e)
EX_cpd00528	EX_n2(e)
EX_cpd00659	EX_n2o(e)
EX_cpd00971	EX_na1(e)
EX_cpd00218	EX_nac(e)
EX_cpd00003	EX_nad(e)
EX_cpd00006	EX_nadp(e)
EX_cpd16877	EX_Nbfortyr(e)
EX_cpd00133	EX_ncam(e)
EX_cpd00013	EX_nh4(e)
EX_cpd00244	EX_ni2(e)
EX_cpd00355	EX_nmn(e)
EX_cpd00418	EX_no(e)
EX_cpd00075	EX_no2(e)
EX_cpd00209	EX_no3(e)
EX_cpd00007	EX_o2(e)
EX_cpd00032	EX_oaa(e)
EX_cpd01080	EX_ocdca(e)
EX_cpd15269	EX_ocdcea(e)
EX_cpd15270	EX_ocdcya(e)
EX_cpd03846	EX_octa(e)
EX_cpd00064	EX_orn(e)
EX_cpd00247	EX_orot(e)
EX_cpd00180	EX_oxa(e)
EX_cpd00834	EX_pan4p(e)
EX_cpd00045	EX_pap(e)
EX_cpd04097	EX_pb(e)
EX_cpd11456	EX_pe_hs(e)
EX_cpd11601	EX_pect(e)
EX_cpd00061	EX_pep[e]
EX_cpd16013	EX_phdca(e)
EX_cpd00066	EX_phe_L(e)
EX_cpd01400	EX_phe_L(e)
EX_cpd00028	EX_pheme(e)
EX_cpd01401	EX_phyQ(e)
EX_cpd00009	EX_pi(e)
EX_cpd01727	EX_pime(e)
EX_cpd00644	EX_pnto_R(e)
EX_cpd00141	EX_ppa(e)
EX_cpd00371	EX_ppal(e)
EX_cpd16022	EX_ppdima(e)
EX_cpd00012	EX_ppi(e)
EX_cpd00421	EX_pppi(e)
EX_cpd03343	EX_pppn(e)
EX_cpd04099	EX_ppt(e)
EX_cpd00129	EX_pro_L(e)
EX_cpd15559	EX_psclys(e)
EX_cpd00738	EX_pser_L(e)
EX_cpd00118	EX_ptrc(e)
EX_cpd00215	EX_pydx(e)
EX_cpd00263	EX_pydxn(e)
EX_cpd00020	EX_pyr(e)
EX_cpd15560	EX_q8(e)
EX_cpd15561	EX_q8h2(e)
EX_cpd00382	EX_raffin(e)
EX_cpd00366	EX_rbt(e)
EX_cpd00105	EX_rib_D(e)
EX_cpd05267	EX_rib_D(e)
EX_cpd00220	EX_ribflv(e)
EX_cpd00396	EX_rmn(e)
EX_cpd00599	EX_salc(e)
EX_cpd01030	EX_salcn(e)
EX_cpd00588	EX_sbt_D(e)
EX_cpd01187	EX_sbt_L(e)
EX_cpd00550	EX_ser_D(e)
EX_cpd00054	EX_ser_L(e)
EX_cpd90017	EX_Ser_Thr(e)
EX_cpd00557	EX_sheme(e)
EX_cpd00383	EX_skm(e)
EX_cpd12733	EX_so2(e)
EX_cpd00081	EX_so3(e)
EX_cpd00048	EX_so4(e)
EX_cpd00264	EX_spmd(e)
EX_cpd11657	EX_strch1(e)
EX_cpd90003	EX_strch1(e)
EX_cpd90004	EX_strch1(e)
EX_cpd01133	EX_stys(e)
EX_cpd00036	EX_succ(e)
EX_cpd00076	EX_sucr(e)
EX_cpd09878	EX_sulfac(e)
EX_cpd00210	EX_taur(e)
EX_cpd03047	EX_tchola(e)
EX_cpd03246	EX_tdchola(e)
EX_cpd01414	EX_tet(e)
EX_cpd00305	EX_thm(e)
EX_cpd00793	EX_thmmp(e)
EX_cpd00161	EX_thr_L(e)
EX_cpd08928	EX_thrp(e)
EX_cpd00151	EX_thym(e)
EX_cpd00184	EX_thymd(e)
EX_cpd00441	EX_tma(e)
EX_cpd00811	EX_tmao(e)
EX_cpd01622	EX_tmphp(e)
EX_cpd21520	EX_Tn_antigen(e)
EX_cpd00794	EX_tre(e)
EX_cpd00065	EX_trp_L(e)
EX_cpd00268	EX_tsul(e)
EX_cpd03847	EX_ttdca(e)
EX_cpd15298	EX_ttdcea(e)
EX_cpd15574	EX_tungs(e)
EX_cpd00069	EX_tyr_L(e)
EX_cpd17760	EX_uchol(e)
EX_cpd00091	EX_ump(e)
EX_cpd00092	EX_ura(e)
EX_cpd00073	EX_urea(e)
EX_cpd00249	EX_uri(e)
EX_cpd00156	EX_val_L(e)
EX_cpd00309	EX_xan(e)
EX_cpd01217	EX_xtsn(e)
EX_cpd00154	EX_xyl_D(e)
EX_cpd12085	EX_xylan(e)
EX_cpd00306	EX_xylt(e)
EX_cpd01631	EX_yvite(e)
EX_cpd00034	EX_zn2(e)
rxn01431	F1PGT
rxn10188	F1PPt
rxn08429	F6PA
rxn00548	F6PE4PL
rxn08430	F6PP
rxn12537	F6Pt2r
rxn05554	F6Pt6_2
rxn08431	F6Pt6_2
rxn06556	FA120ACPH
rxn08434	FA140ACPH
rxn08435	FA141ACPHi
rxn06033	FA160ACPH
rxn08436	FA160ACPH
rxn08437	FA161ACPH
rxn11700	FA180ACPH
rxn09456	FA180ACPHrev
rxn06251	FA181ACPH
rxn09455	FA181ACPH
rxn08438	FA80ACPHi
rxn08433	FAACPH
rxn08439	FACOAE100
rxn08440	FACOAE120
rxn08442	FACOAE141
rxn00943	FACOAE160
rxn17810	FACOAE160
rxn20502	FACOAE160
rxn20503	FACOAE160
rxn08443	FACOAE161
rxn21016	FACOAE161
rxn08444	FACOAE180
rxn17811	FACOAE180
rxn25709	FACOAE180
rxn11711	FACOAE181
rxn33702	FACOAE181
rxn08446	FACOAE60
rxn08447	FACOAE80
rxn27310	FACOAE80
rxn05736	FACOAL140i
rxn09451	FACOAL141
rxn00947	FACOAL160i
rxn09450	FACOAL161
rxn09449	FACOAL180i
rxn09448	FACOAL181
rxn09447	FACOAL182
rxn01168	FACOAL204
rxn09446	FACOAL240rev
rxn09444	FACOAL80i
rxn05248	FACOALAI15
rxn05251	FACOALAI17
rxn05247	FACOALI14
rxn05249	FACOALI15
rxn05250	FACOALI16
rxn05252	FACOALI17
rxn10709	FACOALPHDCA
rxn00121	FADDP
rxn08458	FADRx
rxn08459	FADRx2
rxn04677	FALDGAT
rxn09567	FALDH
rxn04792	FALDH2
rxn03618	FALDOR
rxn04791	FALGTHLs
rxn10663	FAO11
rxn09472	FAO141p_even
rxn09471	FAO141p_odd
rxn09470	FAO161p_even
rxn09468	FAO181E
rxn09467	FAO181O
rxn09464	FAO182
rxn10104	FAO2
rxn09463	FAO240
rxn09465	FAOp_even
rxn09466	FAOp_even
rxn09469	FAOp_odd
rxn10705	FAS_MDOCOSAC
rxn09443	FAS100
rxn09442	FAS100ACP
rxn09441	FAS100COA
rxn09440	FAS120
rxn09439	FAS120ACP
rxn09438	FAS120COA
rxn09437	FAS140
rxn09436	FAS140ACPrev
rxn09435	FAS140COA
rxn09434	FAS141ACP
rxn09433	FAS160
rxn09431	FAS160COA
rxn10665	FAS161
rxn09430	FAS161ACP
rxn09429	FAS180
rxn09428	FAS180ACP
rxn09427	FAS180COA
rxn10667	FAS181
rxn10647	FAS200
rxn09424	FAS240_Lrev
rxn09420	FAS80_L
rxn09422	FAS80ACPm_L
rxn09421	FAS80COA_L
rxn10725	FASm240
rxn10715	FASm260
rxn10738	FASm280
rxn02942	FASPH
rxn32258	FASPH
rxn32262	FASPH
rxn32291	FASPH
rxn10718	FASPHDCA
rxn02282	FASPIH
rxn32108	FASPIH
rxn32110	FASPIH
rxn32111	FASPIH
rxn00786	FBA
rxn31335	FBA
rxn01870	FBA2
rxn25046	FBA2
rxn28406	FBA2
rxn38459	FBA2
rxn01334	FBA3
rxn28981	FBA3
rxn31868	FBA3
rxn19443	FBA4
rxn07893	FBENR
rxn03027	FBGMT
rxn04612	FBGOMT
rxn00549	FBP
rxn31218	FBP
rxn00550	FBP26
rxn07892	FBR
rxn03584	FBSOR
rxn02263	FCI
rxn19738	FCI
rxn02319	FCLK
rxn01620	FCLPA
rxn31851	FCLPA
rxn00224	FCLTc
rxn02617	FCNHL
rxn00372	FCOAH2
rxn31215	FDH
rxn33324	FDH
rxn33328	FDH
rxn10114	FDH2
rxn13830	FDH2
rxn10115	FDH5
rxn13775	FDHfdx
rxn01604	FDHFL
rxn00371	FDHr
rxn00103	FDHy
rxn33750	FDHy
rxn08467	FDMO
rxn08468	FDMO2
rxn08469	FDMO3
rxn08470	FDMO4
rxn10067	FDMO5
rxn08471	FDMO6
rxn06990	FDNADOX
rxn11761	FDOUPT
rxn05893	FDOXR
rxn14294	FDPDPL
rxn05555	FE2abc
rxn08472	FE2abc
rxn00068	FE2DH
rxn08473	FE2DMT1
rxn08475	FE2t
rxn08476	FE2tr
rxn10963	FE2tr
rxn13286	FE2tr
rxn33142	FE2tr
rxn34369	FE2tr
rxn05195	FE3abc
rxn08477	FE3abc
rxn08478	FE3DCITabc
rxn08491	FE3Ri
rxn05292	FE3t4
rxn08492	FE3t4
rxn32007	FE3t4
rxn32009	FE3t4
rxn38754	FE3t4
rxn05188	FECRMabc
rxn08493	FECRMabc
rxn05189	FEDCabc
rxn05557	FEDCabc
rxn03366	FEDHPNTOR
rxn03365	FEDHPOR
rxn08502	FEENTERexs
rxn13702	FER3
rxn13703	FER4
rxn00056	FERO
rxn25990	FERO
rxn31826	FERO
rxn02760	FFSD
rxn01639	FGLU
rxn02827	FGLYH
rxn08518	FHL
rxn30547	FHL
rxn03628	FICYTCOX
rxn02262	FK
rxn01437	FKYNH
rxn05014	FLAALDAT
rxn04951	FLAALDOR
rxn12217	FldAct
rxn03976	FLVR
rxn08521	FLVRx
rxn06631	FMAAAH
rxn07849	FMFURHL
rxn11938	FMFUROr
rxn07907	FMLL
rxn12101	FMLTNMT
rxn00122	FMNAT
rxn03974	FMNRx
rxn03975	FMNRx2
rxn13930	FMNRx2
rxn13939	FMNRx2
rxn02201	FOLD3
rxn00687	FOLR
rxn00685	FOLR3
rxn14120	FOLR3
rxn12649	FOLRrev
rxn05255	FOLt
rxn01652	FOMETR
rxn11654	FOR
rxn01023	FORAHL
rxn00374	FORAMD
rxn10804	FORMCOAL
rxn05044	FORMCOAT
rxn08525	FORt
rxn08526	FORt
rxn09682	FORt
rxn09754	FORt
rxn34095	FORt
rxn05559	FORt2r
rxn08524	FORt2r
rxn12422	FORt2r
rxn34214	FORt2r
rxn34215	FORt2r
rxn34216	FORt2r
rxn10860	FORt3
rxn01654	FORTHFC
rxn35344	FORTHFC
rxn00689	FPGS_tm
rxn01210	FPGS7
rxn08527	FRD2
rxn08528	FRD3
rxn00284	FRD6
rxn05937	FRDOr
rxn14159	FRDOr
rxn11684	FRDPFT
rxn04147	FRDPS
rxn01486	FRTT
rxn01492	FRUK
rxn08531	FRULYSE
rxn08532	FRULYSK
rxn12188	FRUP
rxn05560	FRUpts
rxn08536	FRUpts
rxn08535	FRUpts2
rxn10175	FRUpts2
rxn08537	FRUt1r
rxn12996	FRUt1r
rxn28572	FRUt1r
rxn38735	FRUt1r
rxn09681	FRUt2r
rxn08538	FRUURt2r
rxn08539	FRUURtex
rxn03843	FT
rxn01653	FTHFCL
rxn18967	FTHFCL
rxn32228	FTHFCL
rxn00691	FTHFD
rxn00688	FTHFDH
rxn00690	FTHFL
rxn01862	FTMAOR
rxn08540	FUC_Ltex
rxn05691	FUCt
rxn08541	FUCt
rxn11760	FUDNPT
rxn00799	FUM
rxn19740	FUM
rxn00993	FUMAC
rxn11759	FUMNPRT
rxn30673	FUMt
rxn33661	FUMt
rxn33665	FUMt
rxn08542	FUMt2_2
rxn10152	FUMt2_2
rxn05561	FUMt2r
rxn12423	FUMt2r
rxn10901	FUMt3
rxn08544	FUMtr
rxn11013	FUMtr
rxn05902	FXXRDO
rxn14057	FXXRDO
rxn01107	G15LACH
rxn01215	G16BPS
rxn03638	G1PACT
rxn12158	G1PAT
rxn00702	G1PCT
rxn00703	G1PGTi
rxn15103	G1PGTi
rxn00221	G1PP
rxn29957	G1PP
rxn40756	G1PP
rxn00013	G1PPT
rxn00705	G1PPT
rxn00393	G1PRIBFLVPT
rxn00181	G1PT
rxn12582	G1Pt2r
rxn05562	G1Pt6_2
rxn01675	G1PTT
rxn01629	G1SAT
rxn27920	G1SAT
rxn27921	G1SAT
rxn38136	G1SAT
rxn08546	G3PAT120
rxn08547	G3PAT140
rxn08548	G3PAT141
rxn08549	G3PAT160
rxn08550	G3PAT161
rxn08551	G3PAT180
rxn08552	G3PAT181
rxn10209	G3PATAI15
rxn10206	G3PATAI17
rxn10207	G3PATI14
rxn10208	G3PATI15
rxn10210	G3PATI16
rxn10205	G3PATI17
rxn00621	G3PCT
rxn08554	G3PCtr
rxn13291	G3PCtr
rxn00611	G3PD1
rxn00612	G3PD2
rxn05739	G3PD4
rxn08556	G3PD5
rxn26238	G3PD5
rxn27896	G3PD5
rxn37442	G3PD5
rxn08557	G3PD6
rxn08558	G3PD7
rxn00616	G3PD8
rxn28327	G3PD8
rxn07191	G3PFDXOR
rxn00614	G3PO
rxn00610	G3PPHL
rxn02737	G4E
rxn11220	G5SADr
rxn02374	G5SADs
rxn30382	G5SADs
rxn09412	G5SD2
rxn02373	G5SDr
rxn06190	G6AT
rxn01975	G6PBDH
rxn19775	G6PBDH
rxn27877	G6PBDH
rxn38115	G6PBDH
rxn00552	G6PDA
rxn13141	G6PDA
rxn30021	G6PDA
rxn10902	G6PDH1
rxn00604	G6PDH2r
rxn01561	G6PGT
rxn01977	G6PI
rxn30181	G6PI
rxn34220	G6PI
rxn02380	G6PI3
rxn30182	G6PI3
rxn33486	G6PI3
