TranslatedReaction	VMHreaction
rxn11210	PHETA3
rxn09118	PHEtec
rxn11018	PHEtec
rxn32859	PHEtec
rxn32861	PHEtec
rxn32863	PHEtec
rxn04989	PHETHPTOX2
rxn07486	PHISPT
rxn14290	PHMETAT
rxn01452	PHPB2
rxn01003	PHPDC
rxn20539	PHPDC
rxn10691	PHPHTCS
rxn06197	PHPT
rxn45556	PHSGPL11c
rxn03951	PHTHRDH
rxn00497	PHYCBOXL
rxn04674	PHYQS
rxn09119	PHYTS
rxn05145	PIabc
rxn03878	PICH
rxn10979	PIMEtr
rxn09121	PIt
rxn10838	PIt
rxn13178	PIt
rxn29213	PIt
rxn31170	PIt
rxn09723	PIt6
rxn09811	PIt6
rxn09833	PIt6
rxn05312	PIt6b
rxn09120	PIt6b
rxn12450	PIt6b
rxn05313	PIt7
rxn06716	PITPPH
rxn00997	PLACOR
rxn11338	PLACt
rxn07258	PLASMETHAPH
rxn03233	PLDNHHL
rxn09123	PLIPA1A120
rxn09124	PLIPA1A140
rxn09125	PLIPA1A141
rxn09126	PLIPA1A160
rxn09127	PLIPA1A161
rxn09128	PLIPA1A180
rxn09129	PLIPA1A181
rxn09130	PLIPA1E120
rxn09131	PLIPA1E140
rxn09132	PLIPA1E141
rxn09133	PLIPA1E160
rxn09134	PLIPA1E161
rxn09135	PLIPA1E180rev
rxn09136	PLIPA1E181
rxn09137	PLIPA1G120
rxn09138	PLIPA1G140
rxn09139	PLIPA1G141
rxn09140	PLIPA1G160
rxn09141	PLIPA1G161
rxn09142	PLIPA1G180
rxn09143	PLIPA1G181
rxn09144	PLIPA2A120
rxn09145	PLIPA2A140
rxn09146	PLIPA2A141
rxn09147	PLIPA2A160
rxn09148	PLIPA2A161
rxn09149	PLIPA2A180
rxn09150	PLIPA2A181
rxn09151	PLIPA2E120
rxn09152	PLIPA2E140
rxn09153	PLIPA2E141
rxn09154	PLIPA2E160
rxn09155	PLIPA2E161
rxn09156	PLIPA2E180
rxn09157	PLIPA2E181
rxn09158	PLIPA2G120
rxn09159	PLIPA2G140
rxn09160	PLIPA2G141
rxn09161	PLIPA2G160
rxn09162	PLIPA2G161
rxn09163	PLIPA2G180
rxn09164	PLIPA2G181
rxn05144	PLPS
rxn01247	PMAHOR
rxn33593	PMAHOR
rxn33600	PMAHOR
rxn01329	PMANM
rxn32754	PMANM
rxn05039	PMDPHT
rxn02255	PMDTH1PT
rxn02322	PMEVKc
rxn06389	PMIPPT
rxn03108	PMPK
rxn05458	PMTCOATA
rxn00155	PNADPOR
rxn33851	PNADPOR
rxn33852	PNADPOR
rxn11599	PNCLNH
rxn01646	PNP
rxn11878	PNPHADG
rxn06860	PNPHISNPPT
rxn06678	PNPHISNPT
rxn06224	PNPHISPT
rxn06231	PNPHNPPT
rxn06202	PNPHNPT
rxn06201	PNPHPT
rxn11879	PNPPHISG
rxn06578	PNPPHISPT
rxn06592	PNPPHNPPT
rxn06677	PNPPHNPT
rxn06348	PNPPHPT
rxn01684	PNSDOPRT
rxn01792	PNTAH
rxn02130	PNTEH
rxn12510	PNTK
rxn05308	PNTOt2
rxn10180	PNTOt4
rxn09166	PNTOte
rxn34523	PNTOte
rxn38800	PNTOte
rxn05871	POHNADOR
rxn05873	POHOR
rxn05938	POR4
rxn13974	POR4
rxn11663	POTOR
rxn09167	POX
rxn12210	POX
rxn13891	POX
rxn10878	POX2
rxn11175	POX2
rxn03837	POXNH
rxn25121	POXNH
rxn00001	PPA
rxn00106	PPA2
rxn00228	PPACTPNHL
rxn13971	PPAH
rxn00985	PPAKr
rxn28090	PPAKr
rxn28091	PPAKr
rxn09169	PPALtex
rxn09171	PPASMCT1
rxn05634	PPAt2
rxn09172	PPAtr
rxn10836	PPAtr
rxn29233	PPAtr
rxn33397	PPAtr
rxn34524	PPAtr
rxn00029	PPBNGS
rxn28081	PPBNGS
rxn02341	PPCDC
rxn35519	PPCK
rxn00247	PPCKr
rxn00677	PPCOAACCOAT
rxn01355	PPCOAC
rxn02639	PPCOACAT
rxn17468	PPCOACAT
rxn00673	PPCOAOc
rxn28087	PPCOAOc
rxn32155	PPCOAOc
rxn00251	PPCr
rxn09174	PPCSCT
rxn10716	PPDIMAS
rxn10825	PPDIMAT
rxn00151	PPDK
rxn11834	PPDMCOR
rxn00242	PPGPPDP
rxn06356	PPH
rxn06983	PPHISNPPT
rxn06883	PPHISPT
rxn06934	PPHNPPT
rxn15604	PPHPT
rxn05899	PPHPT
rxn05031	PPHTDK
rxn02945	PPHTDT
rxn10744	PPHTHDLS
rxn05635	PPIabc
rxn00230	PPIACPT
rxn00252	PPIOAACL
rxn32297	PPIOAACL
rxn32299	PPIOAACL
rxn32303	PPIOAACL
rxn11268	PPIt2e
rxn29733	PPIte
rxn30298	PPIte
rxn31156	PPIte
rxn00104	PPK2
rxn09176	PPKr
rxn00778	PPM
rxn15115	PPM
rxn32821	PPM
rxn34262	PPM
rxn10003	PPNCL
rxn12512	PPNCL3
rxn01268	PPND
rxn01269	PPND2
rxn01000	PPNDH
rxn00999	PPOR
rxn33629	PPOR
rxn38313	PPOR
rxn38314	PPOR
rxn09180	PPPGO3
rxn09179	PPPGOc
rxn02304	PPPH
rxn30422	PPPH
rxn31241	PPPH
rxn05717	PPPIt2
rxn04597	PPPNDO
rxn01610	PPPNDOR
rxn09182	PPPNt2r
rxn10133	PPPNt2r
rxn09183	PPPNtex
rxn00147	PPS
rxn00421	PPSERPT
rxn11395	PPt2
rxn13892	PPTabc
rxn07800	PPTHCLCNOR
rxn07799	PPTHCOR
rxn03892	PPTT
rxn03442	PPYRHL
rxn00847	PQQDH
rxn02895	PRAGS
rxn02508	PRAI
rxn28082	PRAI
rxn02937	PRAIS
rxn02835	PRAMPC
rxn19893	PRAMPC
rxn30697	PRAMPC
rxn03147	PRASCSi
rxn02834	PRATPP
rxn04618	PRBGT
rxn00427	PRDX
rxn31397	PRDX
rxn01248	PRDXLOR
rxn11545	PRE3A
rxn16108	PREN
rxn10692	PREPPACPH
rxn10708	PREPTHS2
rxn03084	PRFGS
rxn01111	PRKIN
rxn03175	PRMICI
rxn00929	PRO1x
rxn00928	PRO2xr
rxn05165	PROabc
rxn09187	PROabc
rxn09188	PROD2
rxn32048	PROD2
rxn02359	PROD3
rxn06991	PRODSLFDH
rxn06526	PRODTHLOX
rxn09190	PROGLyt
rxn00933	PROLR
rxn09193	PROPAT4te
rxn09720	PROPAT4te
rxn10945	PROPAT4te
rxn33419	PROPAT4te
rxn33420	PROPAT4te
rxn31830	PROSTGE2t2
rxn32895	PROSTGF2t
rxn32899	PROSTGF2t
rxn05638	PROt2r
rxn09191	PROt2r
rxn12451	PROt2r
rxn34527	PROt2r
rxn05221	PROt4r
rxn09192	PROt4r
rxn04160	PROTOCHLOROR
rxn06445	PROTRS
rxn00770	PRPPS
rxn01405	PSCNABT
rxn02476	PSCVT
rxn09197	PSD120
rxn09198	PSD140
rxn09199	PSD141
rxn09200	PSD160
rxn09201	PSD161
rxn09202	PSD180
rxn36958	PSD180
rxn36981	PSD180
rxn09203	PSD181
rxn10236	PSDAI15
rxn10233	PSDAI17
rxn10234	PSDI14
rxn10235	PSDI15
rxn10237	PSDI16
rxn10232	PSDI17
rxn02914	PSERT
rxn20630	PSERT
rxn05640	PSERt2r
rxn09204	PSERtr
rxn07307	PSLACL
rxn02046	PSP_D
rxn00420	PSP_L
rxn26100	PSP_L
rxn29975	PSP_L
rxn30983	PSP_L
rxn09205	PSSA120
rxn09206	PSSA140
rxn09207	PSSA141
rxn09208	PSSA160
rxn09209	PSSA161
rxn09210	PSSA180
rxn09211	PSSA181
rxn10230	PSSAAI15
rxn10227	PSSAAI17
rxn10228	PSSAI14
rxn10229	PSSAI15
rxn10231	PSSAI16
rxn10226	PSSAI17
rxn00925	PSSH
rxn00670	PTA2
rxn28106	PTA2
rxn28107	PTA2
rxn00173	PTAr
rxn13393	PTCRTD
rxn33115	PTCRTD
rxn03721	PTHNH
rxn19198	PTHNH
rxn19199	PTHNH
rxn02986	PTHPS
rxn09212	PTHR
rxn02175	PTPAT
rxn06181	PTPT
rxn05163	PTRCabc
rxn09213	PTRCabc
rxn11263	PTRCabc
rxn00015	PTRCABT
rxn30077	PTRCABT
rxn14077	PTRCAT
rxn09214	PTRCORNt7
rxn10182	PTRCORNt7
rxn29115	PTRCORNt7
rxn30553	PTRCORNt7
rxn00852	PTRCOX1
rxn05687	PTRCt2
rxn09215	PTRCt2r
rxn34528	PTRCt2r
rxn13392	PTRCt3i
rxn34402	PTRCt3i
rxn00856	PTRCTA
rxn09216	PTRCtex
rxn06764	PTRNAPT
rxn10271	PUDPDGT
rxn10280	PUDPMGT
rxn01138	PUNP1
rxn30188	PUNP1
rxn01859	PUNP2
rxn01548	PUNP3
rxn30189	PUNP3
rxn01446	PUNP4
rxn01358	PUNP5
rxn01985	PUNP6
rxn01649	PUNP7
rxn33382	PUNP7
rxn02375	PURDNPT
rxn00183	PUTA3
rxn07748	PXNTHNOR
rxn07747	PXTHNOR
rxn00208	PYAM5POr
rxn01807	PYDAMK
rxn29116	PYDAMtr
rxn11559	PYDXDH
rxn00124	PYDXKr
rxn01396	PYDXNK
rxn13097	PYDXNtr
rxn29112	PYDXNtr
rxn32339	PYDXNtr
rxn09566	PYDXO
rxn00123	PYDXPP
rxn12666	PYDXtr
rxn29117	PYDXtr
rxn00148	PYK
rxn00517	PYK2
rxn01667	PYK3
rxn20509	PYKr
rxn35242	PYKr
rxn01648	PYNP1r
rxn01366	PYNP2r
rxn05982	PYRAT
rxn00678	PYRCT
rxn00168	PYRDC
rxn00152	PYROX
rxn05469	PYRt2r
rxn09217	PYRt2r
rxn09218	PYRtex
rxn09219	QMO2
rxn09220	QMO3
rxn03497	QNLOR
rxn03992	QNOR
rxn01572	QNTHCT
rxn01555	QRCTNOR
rxn04661	QUI3OR
rxn01363	QUI5OR
rxn01364	QUIDH
rxn02989	QUILSYN
rxn02988	QULNS
rxn00006	r0010
rxn19264	r0010
rxn22404	r0010
rxn27744	r0010
rxn00070	r0021
rxn00092	r0028
rxn00150	r0055
rxn00165	r0060
rxn30061	r0060
rxn32961	r0060
rxn35215	r0060
rxn00199	r0082
rxn00200	r0085
rxn23361	r0085
rxn31885	r0085
R00915	R00915
rxn00664	R00915
rxn00301	r0119
rxn00299	r0120
rxn00304	r0122
rxn00342	r0127
rxn19208	r0127
rxn29950	r0127
rxn29992	r0127
rxn23048	r0129
rxn28902	r0129
rxn29964	r0129
rxn00399	r0145
rxn00411	r0153
rxn00415	r0156
rxn00441	r0163c
rxn00460	r0165
rxn00538	r0186
rxn00556	r0191
rxn00675	r0220
rxn00684	r0224
rxn00719	r0236
rxn00729	r0239
rxn00765	r0245
rxn00840	r0280
rxn00916	r0301
rxn00986	r0318
rxn01027	r0330
rxn01102	r0339
rxn01127	r0345
R03472	R03472
rxn00518	r0354
rxn00841	r0355
rxn00635	r0357
rxn00842	r0358
rxn00976	r0360
rxn00978	r0361
rxn01442	r0363
rxn01443	r0364
rxn01220	r0377
rxn01230	r0381
rxn01251	r0388
rxn01252	r0389
rxn01286	r0392
rxn01298	r0395
rxn31882	r0395
rxn01421	r0396
rxn01314	r0398
rxn01324	r0402
rxn01325	r0403
rxn01354	r0413
rxn01387	r0422
rxn01444	r0456
rxn01478	r0480
rxn01501	r0488
rxn03396	R04989
rxn01522	r0502
rxn01524	r0504
rxn32289	r0504
rxn32290	r0504
rxn14024	r0511
rxn01601	r0512
rxn03534	R05219
rxn11544	R05224
rxn01669	r0527
rxn01785	r0539
rxn01840	r0545
rxn01841	r0547
rxn01872	r0556c
rxn30301	r0556c
rxn30341	r0556c
rxn01920	r0559
rxn01981	r0568
rxn01986	r0570
rxn19378	r0570
rxn02128	r0578
rxn02129	r0580
rxn20504	r0580
rxn02154	r0584
rxn02176	r0591
rxn02226	r0594
rxn02315	r0610
rxn02317	r0611
rxn02316	r0612
rxn02638	r0629
rxn02640	r0630
rxn02727	r0641
rxn02729	r0642
rxn11475	r0644
rxn09177	r0671
rxn02985	r0673
rxn03047	r0679
rxn03174	r0708
rxn03282	r0739
rxn03419	r0775
rxn03421	r0777
rxn04064	r0784
rxn03458	r0786
rxn04376	r0787
rxn30432	r0787
rxn04681	r0788
rxn04682	r0789
rxn04954	r0792
rxn14193	r0797
rxn09050	r0839
rxn10908	r0839
rxn34149	r0839
rxn34150	r0839
rxn29783	r0870
rxn31563	r0870
rxn32878	r0870
rxn32880	r0870
rxn33648	r0871
rxn08062	r0881
R08892	R08892
R08893	R08893
rxn29342	r0892
rxn33726	r0892
rxn33729	r0892
rxn33732	r0892
rxn08175	r0899
rxn34355	r0899
rxn34484	r0899
rxn13397	r0944
rxn29888	r0963
rxn38796	r0963
rxn38798	r0963
rxn09165	r0974
rxn05211	r1088
rxn12371	r1088
rxn12792	r1088
rxn05224	r1106
rxn09715	r1106
rxn33018	r1106
rxn34403	r1106
rxn29318	r1116
rxn31158	r1116
rxn31176	r1116
rxn31193	r1116
rxn07576	r1313
rxn13851	r1313
rxn30096	r1313
rxn07577	r1314
rxn07578	r1315
rxn01547	r1384
rxn08461	r1421
rxn08462	r1421
rxn33660	r1421
rxn08675	r1530
rxn13712	r1530
rxn04651	R15BPK
rxn08153	r1667
rxn10131	r1667
rxn09221	R1PK
rxn05210	r2136
rxn08234	r2137
rxn10473	r2137
rxn19035	r2338
rxn31832	r2361
rxn31829	r2368
rxn09391	r2465
rxn28559	r2465
rxn10928	r2525
rxn29086	r2525
rxn29087	r2525
rxn33058	r2525
rxn10999	r2526
rxn13110	r2526
rxn31189	r2526
rxn31798	r2526
rxn05220	r2532
rxn32042	r2532
rxn32043	r2532
rxn10898	r2534
rxn13117	r2534
rxn08723	r2535
rxn34155	r2535
rxn04935	R2HAOR
rxn13958	R3FGALT
rxn00773	R5PAT
rxn00774	R5PNH4L
rxn01112	R5POR
rxn09222	R5PP
rxn39058	R5PP
rxn46002	R5PP
rxn11267	R5PPPK
rxn00771	R5PPT
rxn01529	RADH
rxn14034	RADPRH
rxn05643	RAFFINt2
rxn00818	RAFGH
rxn01737	RAFH
rxn31954	RAFH
rxn01532	RAI1
rxn02321	RB5PE
rxn33862	RB5PE
rxn14039	RBF5PT
rxn00392	RBFK
rxn03080	RBFSa
rxn00048	RBFSb
rxn02631	RBGH
rxn00772	RBK
rxn01114	RBK_Dr
rxn01763	RBK_L1
rxn01152	RBLIi
rxn04082	RBP4E
rxn00018	RBPC
rxn20788	RBPC
rxn38286	RBPC
rxn01383	RBTDG
rxn29487	RBTt
rxn05685	Rbtt2
rxn07876	RCTRNLOR
rxn01530	RDH1
rxn11890	RDH1a
rxn01079	RE0383C
rxn11710	RE0577C
rxn11719	RE0578C
rxn11720	RE0579C
rxn07575	RE0583C
rxn05118	RE0691C
rxn11740	RE1096C
rxn02443	RE1134C
rxn39334	RE1254C
rxn04943	RE1317C
rxn15944	RE1537C
rxn20933	RE1538C
rxn39432	RE1539C
rxn05049	RE1834C
rxn14344	RE1835C
rxn14228	RE1845C
rxn07584	RE1944C
rxn15699	RE1944C
rxn01717	RE2124C
rxn25866	RE2133C
rxn16408	RE2513C
rxn36656	RE2640C
rxn01338	RE2766C
rxn90005	RE2954C
rxn05239	RE3009C
rxn38674	RE3136C
rxn07725	RE3140C
rxn11723	RE3237C
rxn11721	RE3238C
rxn11722	RE3239C
rxn08445	RE3245C
rxn04924	RE3258C
rxn04925	RE3259C
rxn06367	RE3270C
rxn04132	RE3351C
rxn04133	RE3352C
rxn03984	RE3409C
rxn03428	RE3566C
rxn03429	RE3567C
rxn01703	RETI1
rxn34451	RETINALt
rxn32151	RETNt
rxn32156	RETNt
rxn01702	RETPALMPH
rxn33167	RETt
rxn33178	RETt
rxn01271	RFNH
rxn09225	RHAT1
rxn00955	RHC
rxn05958	RHCCE
rxn05160	RIBabc
rxn09227	RIBabc
rxn05644	RIBABCte
rxn05645	RIBFLVt2r
rxn09228	RIBt
rxn29248	RIBt
rxn29250	RIBt
rxn33533	RIBt
rxn34151	RIBt
rxn34152	RIBt
rxn09663	RIBt2r
rxn11277	RIBt2r
rxn29625	RIBt2r
rxn01761	RMI
rxn20777	RMI
rxn02161	RMK
rxn01390	RMK2
rxn05646	RMNt2
rxn09230	RMNt2
rxn29044	RMNt2
rxn09229	RMNtex
rxn01621	RMPA
rxn01308	RMPA2
rxn29221	RNAMt
rxn30522	RNAMt
rxn05231	RNDR1
rxn30428	RNDR1
rxn09231	RNDR1b
rxn05233	RNDR2
rxn30429	RNDR2
rxn09232	RNDR2b
rxn06076	RNDR3
rxn09233	RNDR3b
rxn30430	RNDR3r
rxn06075	RNDR4
rxn09234	RNDR4b
rxn30431	RNDR4r
rxn00031	RNSGT
rxn05232	RNTR1
rxn05234	RNTR2
rxn05235	RNTR3
rxn05236	RNTR4
rxn01116	RPE
rxn28146	RPE
rxn00777	RPI
rxn15114	RPI
rxn28141	RPI
rxn34267	RPI
rxn01113	RPOR
rxn06626	RSCYSAT
rxn03211	RTCLNOR
rxn06160	RTNLAT
rxn11896	RTNLOR
rxn13784	rtranscription
rxn24718	RXN_8243
rxn03150	RZ5PP
rxn01345	S17BPH
rxn00012	S1FBFRCTSLT
rxn01346	S7P1K
rxn03917	S7PIr
rxn13937	S7PIr
rxn13947	S7PIr
rxn03923	SACALDACT
rxn00510	SACCD2
rxn00511	SACCD3
rxn17246	SACCD3
rxn37893	SACCD3
rxn01663	SACCD4
rxn39333	SACCD4
rxn01662	SACCRPOR
rxn02927	SADH
rxn30059	SADH
rxn33723	SADH
rxn33730	SADH
rxn03500	SADNSLMETMT
rxn00379	SADT
rxn09240	SADT2
rxn00589	SALCACD
rxn05647	SALCpts
rxn29062	SALCpts
rxn04455	SALCS
rxn04454	SALCS2
rxn12401	SALCt
rxn12589	SALCt2
rxn05143	SALDOR
rxn03228	SALMETMT
rxn12179	SALMETOMT
rxn06372	SALMMT
rxn04337	SAMAMAMT
rxn12087	SAMCYSMT
rxn03410	SAMET3MT
rxn04430	SAMET3OMT
rxn32745	SAMET3OMT
rxn03529	SAMET6OMT
rxn12049	SAMETAAPT
rxn01712	SAMETDHTCMT
rxn33470	SAMETDHTCMT
rxn03472	SAMETMT
rxn32609	SAMETMT
rxn04630	SAMETOMT
rxn01556	SAMETPHF3MT
rxn00433	SARCOX
rxn05010	SARCSMT
rxn04093	SARCSOS
rxn09243	SBT_Dtde
rxn38751	SBT_Dtde
rxn09661	SBT_Lt
rxn02058	SBT6PP
rxn00634	SBTD_D2
rxn02632	SBTDOX
rxn05085	SBTOR
rxn03886	SBTPD
rxn09242	SBTpts
rxn10184	SBTpts
rxn09662	SBTt
rxn05648	SBTt6
rxn02107	SCALDOR
rxn31435	SCALDOR
rxn32766	SCALDOR
rxn32767	SCALDOR
rxn02079	SCTLNOR
rxn07885	SCTRNLOR
rxn01973	SDPDS
rxn05034	SDPNPT
rxn03087	SDPTA
rxn06099	SEAH
rxn03378	SEAHCYSHYD
rxn03373	SELADT
rxn09244	SELCYSS
rxn03374	SELCYSTGL
rxn03380	SELCYSTS
rxn32860	SELCYSTS
rxn32869	SELCYSTS
rxn03264	SELMETAT
rxn02569	SELNPS
rxn11702	SEPHCHS
rxn08373	SER_Dtex
rxn09248	SER_Ltex
rxn10883	SERabc
rxn00418	SERAT
rxn00423	SERATi
rxn00166	SERD_D
rxn30060	SERD_D
rxn32727	SERD_D
rxn00426	SERHL
rxn02026	SERPEAPH
rxn00948	SERPT
rxn00425	SERR
rxn18977	SERR
rxn32319	SERR
rxn00382	SERSAL
rxn05307	SERt2r
rxn09246	SERt2r
rxn09247	SERt4
rxn10185	SERt4
rxn00377	SFGTH
rxn00424	SGAMT
rxn28985	SGAMT
rxn28986	SGAMT
rxn33134	SGAMT
rxn10204	SGAT
rxn00291	SGDS
rxn32708	SGDSr
rxn01783	SGPL11c
rxn32683	SGPL11c
rxn03422	SGSAD
rxn10600	SHCHCC
rxn04045	SHCHCC2
rxn10626	SHCHCS
rxn11703	SHCHCS3
rxn02774	SHCHD2
rxn13395	SHCHD2y
rxn10621	SHCHD3
rxn02056	SHCHF
rxn10623	SHCHF2
rxn01740	SHK3Dr
rxn04662	SHK3OR
rxn01739	SHKK
rxn32794	SHKK
rxn38708	SHKK
rxn38709	SHKK
rxn04938	SHMGTyOX
rxn15395	SHSL1
rxn01816	SHSL1r
rxn05957	SHSL2
rxn00740	SHSL4r
rxn42156	sink_glu_L[c]
rxn09256	SKMt2
rxn10827	SKMt2
rxn04934	SLAC_NAD_OX
rxn07449	SLBSL
rxn02133	SLCBK1
rxn02246	SLCYSS
rxn01593	SMCNPT
rxn14381	SMS
rxn02548	SMTHFMT
rxn04713	SNCOAT
rxn33440	SNCOAT
rxn13835	G3PD5
rxn14017	G3PD5
rxn14229	SNG3PQOR
rxn31406	SNG3PQOR
rxn04724	SNOOX
rxn02758	SNPLAOR
rxn00383	SO3O2OR
rxn13746	SO3R3
rxn09260	SO3t
rxn10604	SO3t
rxn12453	SO3t
rxn31935	SO3t
rxn34077	SO3t
rxn05651	SO4t2
rxn12369	SO4t2
rxn12811	SO4t4_2
rxn09261	SO4tex
rxn05872	SOHOR
rxn01904	SOI
rxn05093	SOOR
rxn02944	SOTA
rxn29001	SOTAr
rxn32497	SOTAr
rxn33174	SOTAr
rxn13396	SPH1Pte
rxn32535	SPH1Pte
rxn32034	SPHGNSte
rxn31884	SPHGNte 
rxn01411	SPHK21c
rxn05142	SPLALDOR
rxn05175	SPMDabc
rxn09263	SPMDabc
rxn11262	SPMDabc
rxn09264	SPMDAT1
rxn09265	SPMDAT2
rxn01401	SPMDOX
rxn09660	SPMDt2
rxn34532	SPMDt2
rxn05652	SPMDt3
rxn29135	SPMDt3
rxn34533	SPMDt3
rxn09266	SPMDtex
rxn01406	SPMS
rxn00206	SPODM
rxn27269	SPODM
rxn27270	SPODM
rxn27271	SPODM
rxn11742	SPR
rxn02061	SPRMS
rxn13398	SPRMt2r
rxn09659	SPRMTDe
rxn32971	SPRMTDe
rxn00422	SPTc
rxn27104	SPTc
rxn28984	SPTc
rxn33642	SPTc
rxn04026	SPYRD
rxn04027	SQD1
rxn02063	SQLE
rxn13399	SQLErev
rxn09639	SQLte
rxn02313	SRBL1PR
rxn02082	SRTN23OX
rxn00508	SSALxr
rxn00509	SSALyr
rxn02290	SSQEPXS
rxn03170	ST6GALNAC
rxn06135	STCOAMALCOAATx
rxn06136	STCOAMALCOAATy
rxn05459	STCOATA
rxn06798	STDSH
rxn11970	STNOMT
rxn03717	STRNR
rxn02444	STS1
rxn02798	STS2
rxn02597	STYSFH
rxn02596	STYSGH
rxn05693	STYSt2
rxn00578	SUC6PH
rxn31083	SUC6PH
rxn31919	SUC6PH
rxn02831	SUCBZL
rxn02832	SUCBZS
rxn20471	SUCBZS
rxn10138	SUCCabc
rxn01734	SUCCITACONT
rxn02121	SUCCOACITMALT
rxn02258	SUCCOACITMALT
rxn00286	SUCCOAT
rxn09271	SUCCt
rxn10952	SUCCt
rxn31086	SUCCt
rxn31199	SUCCt
rxn32514	SUCCt
rxn34091	SUCCt
rxn09269	SUCCt2_2
rxn10154	SUCCt2_2
rxn10157	SUCCt2_3
rxn05654	SUCCt2r
rxn12455	SUCCt2r
rxn09270	SUCCt3
rxn00288	SUCD1
rxn10126	SUCD4
rxn12212	SUCD4
rxn13907	SUCD4
rxn06109	SUCDi
rxn09272	SUCDi
rxn09273	SUCFUMt
rxn10159	SUCFUMt
rxn00285	SUCOAS
rxn28991	SUCOAS
rxn00520	SUCOAS1
rxn33785	SUCOAS1
rxn00306	SUCOAS1c
rxn14372	SUCORNTC
rxn05655	SUCpts
rxn09274	SUCpts
rxn00575	SUCR
rxn09658	SUCRt2
rxn09275	SUCRtex
rxn10273	SUDPDGT
rxn10282	SUDPMGT
rxn05153	SULabc
rxn09276	SULabc
rxn05656	SULFACabc
rxn09277	SULFACabc
rxn09278	SULFACtr
rxn00378	SULFR
rxn00623	SULR
rxn32465	t2SHCHC
rxn13400	T4HCINNMFMc
rxn30435	T4HCINNMFMc
rxn04114	TABSONMT
rxn29490	TAGAT_Dt
rxn02094	TAGATPT
rxn10887	TAGO
rxn01857	TAGURr
rxn01333	TALA
rxn15751	TALA
rxn33316	TALA
rxn33318	TALA
rxn02630	TALLH
rxn01285	TARCGLYL
rxn01233	TARNAT
rxn01234	TARNOR
rxn00245	TARTD
rxn04143	TARTRDH
rxn01847	TARTRDH2
rxn01848	TARTRE
rxn09283	TARTRt7
rxn10137	TARTRt7
rxn14301	TAUAT
rxn03630	TAUDO
rxn05172	TAURabc
rxn09285	TAURabc
rxn03924	TAURPYRAT
rxn09286	TAURt
rxn13402	TAURt
rxn12554	TAURt2r
rxn02599	TAXFOLORx
rxn02600	TAXFOLORy
rxn07751	TBROR
rxn07753	TBRR
rxn04031	TCAH
rxn30461	tCAP
rxn12302	TCBO
rxn12500	TCBO
rxn02796	TCDCHOLBHSe
rxn11794	TCFNOR
rxn02015	TCHOLBHSe
rxn06906	TCLACH
rxn04646	TCLBR
rxn14054	TCLPOR
rxn01614	TCNMTGT
rxn14020	TCOR
rxn02234	TCRVLOR
rxn19263	TCRVLOR
rxn09287	TCYNTt
rxn33745	TCYNTt
rxn04181	TDAOR
rxn02930	TDAPNTOR
rxn02931	TDAPOR
rxn03095	TDCABSHe
rxn05457	TDCOATA
rxn09288	TDECOAI
rxn10203	TDG3PACT
rxn00585	TDHBDOR
rxn32930	tDHNACOA
rxn01809	TDI
rxn00436	TDP
rxn09289	TDPADGAT
rxn11409	TDPADGAT
rxn01999	TDPAGTA
rxn03066	TDPAGTA
rxn02000	TDPDRE
rxn19641	TDPDRE
rxn03269	TDPDRR2
rxn02003	TDPDRRr
rxn04676	TDPGAT
rxn01997	TDPGDH
rxn32607	TDPGDH
rxn33180	TDPGDH
rxn33182	TDPGDH
rxn14295	TDPKDOHI
rxn03181	TDSK
rxn27286	TDSK
rxn10290	TECA1S140
rxn10289	TECA1S160
rxn10291	TECA1S180
rxn10296	TECA1SAI15
rxn10293	TECA1SAI17
rxn10294	TECA1SI14
rxn10295	TECA1SI15
rxn10297	TECA1SI16
rxn10292	TECA1SI17
rxn10299	TECA2S140
rxn10298	TECA2S160
rxn10300	TECA2S180
rxn10305	TECA2SAI15
rxn10302	TECA2SAI17
rxn10303	TECA2SI14
rxn10304	TECA2SI15
rxn10306	TECA2SI16
rxn10301	TECA2SI17
rxn10317	TECA3S140
rxn10316	TECA3S160
rxn10318	TECA3S180
rxn10323	TECA3SAI15
rxn10320	TECA3SAI17
rxn10321	TECA3SI14
rxn10322	TECA3SI15
rxn10324	TECA3SI16
rxn10319	TECA3SI17
rxn10197	TECA4S
rxn10308	TECA5S140
rxn10307	TECA5S160
rxn10309	TECA5S180
rxn10314	TECA5SAI15
rxn10311	TECA5SAI17
rxn10312	TECA5SI14
rxn10313	TECA5SI15
rxn10315	TECA5SI16
rxn10310	TECA5SI17
rxn10196	TECAAE
rxn10195	TECAGE
rxn10194	TECAUE
rxn09996	TEICH45
rxn01849	TESH
rxn02902	TETHPTDNL
rxn05730	TETt2r
rxn11959	TFDXNOR
rxn05737	TFMO2
rxn06753	TGAAGST
rxn00787	TGBPA
rxn07886	TGCOAH
rxn07887	TGNLCOAI
rxn04011	THAAL
rxn02067	THBOR
rxn03236	THBPT4ACAMDASE
rxn07752	THBROR
rxn07754	THBRR
rxn07798	THCGOR
rxn02642	THCLBMNOR
rxn05000	THCOR
rxn00083	THD1
rxn27488	THD1
rxn32580	THD1
rxn09295	THD2
rxn10125	THD2
rxn02928	THDPOR
rxn27816	THDPOR
rxn39451	THDPOR
rxn03031	THDPS
rxn11009	The
rxn13646	The
rxn22797	The
rxn31161	The
